PHARMACY_NAME,CITY,STATE NAME,STATE,ZIP,COUNTY,R/U
SIMPLE RX PHARMACY,ARLINGTON,Texas,TX,76011,TARRANT,URBAN
CVS/PHARMACY #10887,WYLIE,Texas,TX,75098,COLLIN,URBAN
WOODLAWN PHARMACY,BAYTOWN,Texas,TX,77521,HARRIS,URBAN
CHRISTUS SOUTHEAST TEXAS OUTPATIENT CENT,PORT ARTHUR,Texas,TX,77642,JEFFERSON,URBAN
CVS/PHARMACY #17715,RICHMOND,Texas,TX,77407,FORT BEND,URBAN
PHARMA 1,MCKINNEY,Texas,TX,75070,COLLIN,URBAN
AVENUE 360 HEALTH & WELLNESS SPRING CYPR,HOUSTON,Texas,TX,77090,HARRIS,URBAN
COLUMBUS LOCAL PHARMACY,COLUMBUS,Texas,TX,78934,COLORADO,RURAL
JACKSONVILLE-FAMILY CIRCLE OF CARE,JACKSONVILLE,Texas,TX,75766,CHEROKEE,URBAN
SHALLOWATER PHARMACY,SHALLOWATER,Texas,TX,79363,LUBBOCK,URBAN
OLYMPIA SURGERY CENTER,UNIVERSAL CTY,Texas,TX,78148,BEXAR,URBAN
CVS/PHARMACY #10643,MIDLAND,Texas,TX,79703,MIDLAND,URBAN
CVS/PHARMACY #16269,EL PASO,Texas,TX,79912,EL PASO,URBAN
CVS/PHARMACY #16251,COLLEGE STA,Texas,TX,77840,BRAZOS,URBAN
CVS/PHARMACY #16017,HOUSTON,Texas,TX,77042,HARRIS,URBAN
CVS/PHARMACY #16014,PLANO,Texas,TX,75075,COLLIN,URBAN
COMMUNITY A WALGREENS PHARMACY #16468,AUSTIN,Texas,TX,78705,TRAVIS,URBAN
CVS/PHARMACY #16892,HURST,Texas,TX,76053,TARRANT,URBAN
CVS/PHARMACY # 16419,IRVING,Texas,TX,75063,DALLAS,URBAN
PARKWOOD PHARMACY #1000,ALVIN,Texas,TX,77511,BRAZORIA,URBAN
CVS/PHARMACY #10604,MANVEL,Texas,TX,77578,BRAZORIA,URBAN
CVS/PHARMACY #16970,ADDISON,Texas,TX,75001,DALLAS,URBAN
CVS/PHARMACY #16036,BEAUMONT,Texas,TX,77708,JEFFERSON,URBAN
CVS/PHARMACY #16789,HUMBLE,Texas,TX,77338,HARRIS,URBAN
CVS/PHARMACY #16364,DALLAS,Texas,TX,75220,DALLAS,URBAN
CVS/PHARMACY #16997,PORT ARTHUR,Texas,TX,77642,JEFFERSON,URBAN
CVS/PHARMACY #10881,WESTLAKE,Texas,TX,76262,TARRANT,URBAN
CVS/PHARMACY #10633,SAN ANTONIO,Texas,TX,78223,BEXAR,URBAN
CVS/PHARMACY #16011,DALLAS,Texas,TX,75214,DALLAS,URBAN
CVS/PHARMACY # 16491,HOUSTON,Texas,TX,77070,HARRIS,URBAN
CVS/PHARMACY #17040,BURLESON,Texas,TX,76028,JOHNSON,URBAN
TEXAS ONCOLOGY PHARMACY - SAN ANTONIO,SAN ANTONIO,Texas,TX,78240,BEXAR,URBAN
TEXAS HEALTH WILLOW PARK,WILLOW PARK,Texas,TX,76087,PARKER,URBAN
COMPOUNDING SHOP PHARMACY INC,HOUSTON,Texas,TX,77031,HARRIS,URBAN
VAMPS RX,SAN ANTONIO,Texas,TX,78202,BEXAR,URBAN
CVS/PHARMACY #10535,BUDA,Texas,TX,78610,HAYS,URBAN
CHILDREN'S HOSPITAL OF SAN ANTONIO EMERG,SAN ANTONIO,Texas,TX,78251,BEXAR,URBAN
PHARMACY AND SURGICAL SUPPLIES INC,DALLAS,Texas,TX,75227,DALLAS,URBAN
HOSPITAL PHARMACEUTICAL CONSULTING,SAN ANTONIO,Texas,TX,78217,BEXAR,URBAN
SUPER 1 FOODS PHARMACY #642,TYLER,Texas,TX,75703,SMITH,URBAN
MANOR PHARMACY,MANOR,Texas,TX,78653,TRAVIS,URBAN
GARLAND BEHAVIORAL HOSPITAL,GARLAND,Texas,TX,75046,DALLAS,URBAN
VALLEYWIDE PHARMACY AND DME,BROWNSVILLE,Texas,TX,78521,CAMERON,URBAN
CVS/PHARMACY #10880,IRVING,Texas,TX,75063,DALLAS,URBAN
WALGREENS #10596,LEAGUE CITY,Texas,TX,77573,GALVESTON,URBAN
ASPCARES,TYLER,Texas,TX,75701,SMITH,URBAN
MEMORIAL HERMANN ORTHOPEDIC AND SPINE HO,BELLAIRE,Texas,TX,77401,HARRIS,URBAN
CVS/PHARMACY #10446,LAREDO,Texas,TX,78041,WEBB,URBAN
CVS/PHARMACY #10487,ROANOKE,Texas,TX,76262,DENTON,URBAN
CVS/PHARMACY #10461,PEARLAND,Texas,TX,77584,BRAZORIA,URBAN
CVS/ PHARMACY #10544,KATY,Texas,TX,77494,FORT BEND,URBAN
GUFFEY'S DRUG STORE,WICHITA FALLS,Texas,TX,76301,WICHITA,URBAN
COSTCO PHARMACY # 1173,FORT WORTH,Texas,TX,76177,TARRANT,URBAN
SOUTH TEXAS RURAL HEALTH SERVICES INC,CARRIZO SPRINGS,Texas,TX,78834,DIMMIT,RURAL
CVS/PHARMACY #10347,SAN ANTONIO,Texas,TX,78245,BEXAR,URBAN
RITE CARE PHARMACY,SUGAR LAND,Texas,TX,77478,FORT BEND,URBAN
BROOKSHIRE BROTHERS PHARMACY #26,JEWETT,Texas,TX,75846,LEON,RURAL
ST. HOPE PHARMACY,SUGAR LAND,Texas,TX,77478,FORT BEND,URBAN
LEON COUNTY COMMUNITY HEALTH CENTER,CENTERVILLE,Texas,TX,75833,LEON,RURAL
PRIMEMED PHARMACY,EL PASO,Texas,TX,79915,EL PASO,URBAN
CVS/PHARMACY # 8925,BEE CAVE,Texas,TX,78738,TRAVIS,URBAN
LIVINGSTON PHARMACY,LIVINGSTON,Texas,TX,77351,POLK,RURAL
BAYLOR COLLEGE OF MEDICINE-TEJANO CENTER,HOUSTON,Texas,TX,77017,HARRIS,URBAN
CVS/PHARMACY # 10066,COPPERAS COVE,Texas,TX,76522,CORYELL,URBAN
CVS/PHARMACY # 10217,SAN ANTONIO,Texas,TX,78250,BEXAR,URBAN
CHOICE SPECIALTY PHARMACY 11,THE WOODLANDS,Texas,TX,77380,MONTGOMERY,URBAN
HEALTH POINT ABC,COLLEGE STA,Texas,TX,77845,BRAZOS,URBAN
CVS/PHARMACY # 10105,EL PASO,Texas,TX,79901,EL PASO,URBAN
CVS/PHARMACY #4821,EDINBURG,Texas,TX,78539,HIDALGO,URBAN
CVS/PHARMACY # 10107,MISSION,Texas,TX,78574,HIDALGO,URBAN
CVS/PHARMACY # 10068,ROWLETT,Texas,TX,75088,DALLAS,URBAN
BIRDSONGS PHARMACY,BAYTOWN,Texas,TX,77521,HARRIS,URBAN
ASPCARES,EL PASO,Texas,TX,79907,EL PASO,URBAN
RUSHMED PHARMACY P.L.L.C,HOUSTON,Texas,TX,77035,HARRIS,URBAN
METHODIST KIRBY EMERGENCY CARE CENTER,HOUSTON,Texas,TX,77098,HARRIS,URBAN
WALGREENS # 15085,ARLINGTON,Texas,TX,76016,TARRANT,URBAN
"COMMUNITY, A WALGREENS PHARMACY #15320",HOUSTON,Texas,TX,77098,HARRIS,URBAN
KK'S PHARMACY #251,MANSFIELD,Texas,TX,76063,TARRANT,URBAN
CENTROMED PHARMACY - WALZEM,SAN ANTONIO,Texas,TX,78218,BEXAR,URBAN
WESTLAKE PHARMACY,HOUSTON,Texas,TX,77079,HARRIS,URBAN
TEXAS HEALTH HARRIS METHODIST HOSPITAL A,FORT WORTH,Texas,TX,76244,TARRANT,URBAN
CVS/PHARMACY #6752,HOUSTON,Texas,TX,77024,HARRIS,URBAN
BC PHARMACY INC,CYPRESS,Texas,TX,77429,HARRIS,URBAN
CHI ST JOSEPH HEALTH COLLEGE STATION EME,COLLEGE STATION,Texas,TX,77845,BRAZOS,URBAN
FMH PHARMACY,FLOWER MOUND,Texas,TX,75022,DENTON,URBAN
ST. LUKE'S SUGAR LAND HOSPITAL,SUGAR LAND,Texas,TX,77478,FORT BEND,URBAN
SETON CENTRAL OUTPATIENT PHARMACY,AUSTIN,Texas,TX,78701,TRAVIS,URBAN
PHARMACIA SANA,IRVING,Texas,TX,75062,DALLAS,URBAN
CVS/PHARMACY #8990,HELOTES,Texas,TX,78023,BEXAR,URBAN
LTC DYNAMICS,FAIRFIELD,Texas,TX,75840,FREESTONE,RURAL
CVS/PHARMACY #6850,NACOGDOCHES,Texas,TX,75961,NACOGDOCHES,URBAN
CVS/PHARMACY #6834,HOUSTON,Texas,TX,77002,HARRIS,URBAN
BROOKSHIRE PHARMACY #99,CISCO,Texas,TX,76437,EASTLAND,RURAL
HERITAGE PHARMACY,KELLER,Texas,TX,76244,TARRANT,URBAN
CVS/PHARMACY #7667,PANTEGO,Texas,TX,76013,TARRANT,URBAN
CVS/PHARMACY #7522,KINGWOOD,Texas,TX,77345,HARRIS,URBAN
CVS/PHARMACY #7488,MINERAL WELLS,Texas,TX,76067,PALO PINTO,RURAL
CVS/PHARMACY #7419,GUN BARREL CITY,Texas,TX,75156,HENDERSON,URBAN
CVS/PHARMACY #2368,ROUND ROCK,Texas,TX,78681,WILLIAMSON,URBAN
CVS/PHARMACY #6248,DICKINSON,Texas,TX,77539,GALVESTON,URBAN
CVS/PHARMACY #5895,HOUSTON,Texas,TX,77057,HARRIS,URBAN
CVS/PHARMACY #3900,DALLAS,Texas,TX,75240,DALLAS,URBAN
WALGREENS #9449,MCALLEN,Texas,TX,78503,HIDALGO,URBAN
WALGREENS #6120,DALLAS,Texas,TX,75218,DALLAS,URBAN
TEXAS ONCOLOGY PHARMACY-TYLER,TYLER,Texas,TX,75702,SMITH,URBAN
MCNEASE DRUGS,HUNTSVILLE,Texas,TX,77340,WALKER,URBAN
KINDRED REHAB HOSPITAL CLEAR LAKE,WEBSTER,Texas,TX,77598,HARRIS,URBAN
WALGREENS #9500,AZLE,Texas,TX,76020,TARRANT,URBAN
CVS/PHARMACY #6741,CONROE,Texas,TX,77301,MONTGOMERY,URBAN
CVS/PHARMACY #3292,WYLIE,Texas,TX,75098,DALLAS,URBAN
JAMES PHARMACY,HOUSTON,Texas,TX,77045,HARRIS,URBAN
CVS/PHARMACY #2995,PORT ARTHUR,Texas,TX,77642,JEFFERSON,URBAN
WALGREENS #9368,EL PASO,Texas,TX,79938,EL PASO,URBAN
KING'S PHARMACY MID-COUNTY,PORT ARTHUR,Texas,TX,77642,JEFFERSON,URBAN
"PAIN CARE OF NORTH TEXAS, LLC",ALLEN,Texas,TX,75013,COLLIN,URBAN
CVS/PHARMACY #7432,CONROE,Texas,TX,77301,MONTGOMERY,URBAN
CVS/PHARMACY #2991,FORT WORTH,Texas,TX,76133,TARRANT,URBAN
CVS/PHARMACY #7476,HOUSTON,Texas,TX,77007,HARRIS,URBAN
COMMUNITYCARE-MANOR,MANOR,Texas,TX,78653,TRAVIS,URBAN
CVS/PHARMACY #7816,SCHERTZ,Texas,TX,78154,GUADALUPE,URBAN
CVS/PHARMACY #7222,HOUSTON,Texas,TX,77039,HARRIS,URBAN
CVS/PHARMACY #7162,HOUSTON,Texas,TX,77006,HARRIS,URBAN
CVS/PHARMACY #1020,BROWNSVILLE,Texas,TX,78521,CAMERON,URBAN
PROVIDENCE CARE PHARMACY #2,CORPUS CHRISTI,Texas,TX,78414,NUECES,URBAN
WALGREENS #6996,FORT WORTH,Texas,TX,76103-3223,TARRANT,URBAN
"TMP PHARMACY, LLC",TOMBALL,Texas,TX,77375,HARRIS,URBAN
CVS/PHARMACY #5484,RICHMOND,Texas,TX,77407,FORT BEND,URBAN
RAYFORD - ACP,SPRING,Texas,TX,77386,MONTGOMERY,URBAN
WALGREENS #6196,MARSHALL,Texas,TX,75670-3605,HARRISON,URBAN
SAM'S CLUB PHARMACY 10-8246,STAFFORD,Texas,TX,77477,FORT BEND,URBAN
KINDRED HOSPITAL EL PASO,EL PASO,Texas,TX,79902,EL PASO,URBAN
OPTION CARE,IRVING,Texas,TX,75063,DALLAS,URBAN
BROOKSHIRE BROTHERS PHARMACY #59,SOUR LAKE,Texas,TX,77659,HARDIN,URBAN
WALGREENS #5871,HOUSTON,Texas,TX,77077,HARRIS,URBAN
SETON SOUTHWEST HOSPITAL,AUSTIN,Texas,TX,78737,TRAVIS,URBAN
WALGREENS #12330,VICTORIA,Texas,TX,77904,VICTORIA,URBAN
WALGREENS #6543,EL PASO,Texas,TX,79924,EL PASO,URBAN
WALGREENS #6782,SHENANDOAH,Texas,TX,77385,MONTGOMERY,URBAN
TIDWELL PROFESSIONAL PHARMACY INC.,HOUSTON,Texas,TX,77093,HARRIS,URBAN
WALGREENS #7213,HOUSTON,Texas,TX,77053,HARRIS,URBAN
CVS/PHARMACY #8445,MISSOURI CITY,Texas,TX,77459,FORT BEND,URBAN
CVS/PHARMACY #7704,LEVELLAND,Texas,TX,79336,HOCKLEY,RURAL
CVS/PHARMACY #7702,DUNCANVILLE,Texas,TX,75137,DALLAS,URBAN
CVS/PHARMACY #7499,SILSBEE,Texas,TX,77656,HARDIN,URBAN
CVS/PHARMACY #5906,TOMBALL,Texas,TX,77375,HARRIS,URBAN
CVS/PHARMACY #6847,GARLAND,Texas,TX,75042,DALLAS,URBAN
WALGREENS #9721,MIDLOTHIAN,Texas,TX,76065-5568,ELLIS,URBAN
CVS/PHARMACY #6241,HOUSTON,Texas,TX,77011,HARRIS,URBAN
THE MEDICINE SHOPPE #306,DENISON,Texas,TX,75020,GRAYSON,URBAN
CVS/PHARMACY #5465,BURLESON,Texas,TX,76028,JOHNSON,URBAN
WALGREENS #9696,HOUSTON,Texas,TX,77025,HARRIS,URBAN
CVS/PHARMACY #6238,HOUSTON,Texas,TX,77045,HARRIS,URBAN
CVS/PHARMACY #5269,HOUSTON,Texas,TX,77085,HARRIS,URBAN
CVS/PHARMACY #3718,ALLEN,Texas,TX,75002,COLLIN,URBAN
CVS/PHARMACY #3005,SPRING,Texas,TX,77379,HARRIS,URBAN
CVS/PHARMACY #7490,PARIS,Texas,TX,75460,LAMAR,RURAL
CVS/PHARMACY #7470,WEST COLUMBIA,Texas,TX,77486,BRAZORIA,URBAN
CVS/PHARMACY #7463,CARTHAGE,Texas,TX,75633,PANOLA,RURAL
CVS/PHARMACY #7456,DALLAS,Texas,TX,75211,DALLAS,URBAN
CVS/PHARMACY #7428,SPRING,Texas,TX,77379,HARRIS,URBAN
MANVEL PHARMACY,MANVEL,Texas,TX,77578,BRAZORIA,URBAN
KROGER SPECIALTY INFUSION TX,RICHARDSON,Texas,TX,75081,DALLAS,URBAN
WALGREENS #12519,SAN ANTONIO,Texas,TX,78248-4537,BEXAR,URBAN
HULEN PHARMACY,HOUSTON,Texas,TX,77077,HARRIS,URBAN
SAM'S CLUB PHARMACY 10-4712,HOUSTON,Texas,TX,77043,HARRIS,URBAN
PLANNED PARENTHOOD OF GREATER TEXAS,BEDFORD,Texas,TX,76021,TARRANT,URBAN
PLANNED PARENTHOOD OF GREATER TEXAS,ARLINGTON,Texas,TX,76015,TARRANT,URBAN
PLANNED PARENTHOOD OF GREATER TEXAS,FORT WORTH,Texas,TX,76119,TARRANT,URBAN
CVS/PHARMACY #851,BRIDGE CITY,Texas,TX,77611,ORANGE,URBAN
RITE CARE PHARMACY IV,DALLAS,Texas,TX,75228,DALLAS,URBAN
SAM'S CLUB PHARMACY 10-4763,SUGAR LAND,Texas,TX,77478,FORT BEND,URBAN
"KELLY DRUG, INC.",MINEOLA,Texas,TX,75773,WOOD,RURAL
CVS/PHARMACY #6894,GEORGETOWN,Texas,TX,78626,WILLIAMSON,URBAN
CVS/PHARMACY #7274,LUBBOCK,Texas,TX,79423,LUBBOCK,URBAN
MEDSAVERS PHARMACY,AUSTIN,Texas,TX,78703,TRAVIS,URBAN
WALGREENS #7853,LUBBOCK,Texas,TX,79424,LUBBOCK,URBAN
SMALL FRY'S PHARMACY,HARLINGEN,Texas,TX,78550,CAMERON,URBAN
SAM'S CLUB PHARMACY 10-4702,FRIENDSWOOD,Texas,TX,77546,GALVESTON,URBAN
SUPERCARE PHARMACY,HOUSTON,Texas,TX,77014,HARRIS,URBAN
KROGER PHARMACY #320,SUGAR LAND,Texas,TX,77479,FORT BEND,URBAN
KROGER PHARMACY #145,HUNTSVILLE,Texas,TX,77340,WALKER,URBAN
CVS/PHARMACY #7675,RED OAK,Texas,TX,75154,ELLIS,URBAN
TEXAS ONCOLOGY PHARMACY-LONGVIEW,LONGVIEW,Texas,TX,75601,GREGG,URBAN
WALMART PHARMACY 10-5479,PFLUGERVILLE,Texas,TX,78660,TRAVIS,URBAN
PINEWOOD PHARMACY,HOUSTON,Texas,TX,77093,HARRIS,URBAN
PLANNED PARENTHOOD OF GREATER TEXAS,DALLAS,Texas,TX,75231,DALLAS,URBAN
CVS/PHARMACY #7278,FORT WORTH,Texas,TX,76137,TARRANT,URBAN
CVS/PHARMACY #6000,PASADENA,Texas,TX,77504,HARRIS,URBAN
CVS/PHARMACY #5833,HOUSTON,Texas,TX,77030,HARRIS,URBAN
THE MENNINGER CLINIC,HOUSTON,Texas,TX,77035,HARRIS,URBAN
PHARMACY UNLIMITED,SAN ANTONIO,Texas,TX,78247,BEXAR,URBAN
SAM'S CLUB PHARMACY 10-4720,AUSTIN,Texas,TX,78735,TRAVIS,URBAN
COSTCO PHARMACY #681,AUSTIN,Texas,TX,78759-5712,TRAVIS,URBAN
WALGREENS #5965,HOUSTON,Texas,TX,77083,FORT BEND,URBAN
TEXAS ONCOLOGY PHARMACY - MIDLAND ALLISO,MIDLAND,Texas,TX,79701,MIDLAND,URBAN
TEXAS ONCOLOGY PHARMACY-WICHITA FALLS,WICHITA FALLS,Texas,TX,76310,WICHITA,URBAN
TEJAS PHARMACY#2,HOUSTON,Texas,TX,77039,HARRIS,URBAN
ANSON PLAZA PHARMACY,ANSON,Texas,TX,79501,JONES,RURAL
PEARLAND PREMIER SURGERY CTR,PEARLAND,Texas,TX,77584,BRAZORIA,URBAN
CVS/PHARMACY #6827,LUFKIN,Texas,TX,75904,ANGELINA,URBAN
CVS/PHARMACY #6821,MCKINNEY,Texas,TX,75070,COLLIN,URBAN
THE HOSPITAL AT WESTLAKE MEDICAL CENTER,AUSTIN,Texas,TX,78746,TRAVIS,URBAN
ST. MARK'S MEDICAL CENTER,LA GRANGE,Texas,TX,78945,FAYETTE,RURAL
WALGREENS #4632,AUSTIN,Texas,TX,78758-4024,TRAVIS,URBAN
WALGREENS #09323,SEAGOVILLE,Texas,TX,75159-1818,DALLAS,URBAN
VIDOR FAMILY PHARMACY,VIDOR,Texas,TX,77662,ORANGE,URBAN
CVS/PHARMACY #7809,GRAND PRAIRIE,Texas,TX,75052,DALLAS,URBAN
CVS/PHARMACY #6794,FORT WORTH,Texas,TX,76114,TARRANT,URBAN
CVS/PHARMACY #7269,BROWNWOOD,Texas,TX,76801,BROWN,RURAL
CVS/PHARMACY #7742,DALLAS,Texas,TX,75209,DALLAS,URBAN
CVS/PHARMACY #7737,ARLINGTON,Texas,TX,76010,TARRANT,URBAN
KARNES COMMUNITY HEALTH CENTER,KARNES CITY,Texas,TX,78118,KARNES,RURAL
SAVON PHARMACY #2016,EL PASO,Texas,TX,79936,EL PASO,URBAN
PHARMACY SOLUTIONS,LONGVIEW,Texas,TX,75604,GREGG,URBAN
WALGREENS #5477,EL PASO,Texas,TX,79907,EL PASO,URBAN
WALGREENS #03419,MISSOURI CITY,Texas,TX,77459,FORT BEND,URBAN
WALGREENS #03724,AUSTIN,Texas,TX,78748,TRAVIS,URBAN
CLARENDON OUTPOST,CLARENDON,Texas,TX,79226,DONLEY,RURAL
THE HOME HEALTH STORE OF TOMBALL INC,TOMBALL,Texas,TX,77375-4553,HARRIS,URBAN
"AMARILLO INFECTIOUS DISEASE CONSULTANTS,",AMARILLO,Texas,TX,79106,POTTER,URBAN
WALGREENS #10818,HOUSTON,Texas,TX,77054,HARRIS,URBAN
WATSON'S CITY DRUG,RAYMONDVILLE,Texas,TX,78580,WILLACY,RURAL
WALGREENS #10477,PEARLAND,Texas,TX,77584-7262,BRAZORIA,URBAN
WALGREENS #7611,LONGVIEW,Texas,TX,75601-5425,GREGG,URBAN
WALGREENS #6932,PORTER,Texas,TX,77365-4982,MONTGOMERY,URBAN
WALGREENS #6695,SAN ANGELO,Texas,TX,76901-3529,TOM GREEN,URBAN
WALGREENS #15931,CORPUS CHRISTI,Texas,TX,78411,NUECES,URBAN
WALGREENS #5389,BAYTOWN,Texas,TX,77520,HARRIS,URBAN
WALGREENS #4858,FORT WORTH,Texas,TX,76133,TARRANT,URBAN
WALGREENS #4836,AUSTIN,Texas,TX,78750,TRAVIS,URBAN
WALGREENS #01169,RICHMOND,Texas,TX,77407,FORT BEND,URBAN
CVS/PHARMACY #7309,SAN ANTONIO,Texas,TX,78209,BEXAR,URBAN
CVS/PHARMACY #7306,CASTLE HILLS,Texas,TX,78213,BEXAR,URBAN
PROVIDENCE CARE PHARMACY,CORPUS CHRISTI,Texas,TX,78411,NUECES,URBAN
CVS/PHARMACY #7575,FORT WORTH,Texas,TX,76133,TARRANT,URBAN
TOTAL CARE PHARMACY,CARROLLTON,Texas,TX,75006,DALLAS,URBAN
WALGREENS #10872,MANSFIELD,Texas,TX,76063,TARRANT,URBAN
POWER CENTER PHARMACY INC,HOUSTON,Texas,TX,77045,HARRIS,URBAN
CANAL RX PC,HOUSTON,Texas,TX,77003,HARRIS,URBAN
CVS/PHARMACY #1057,SAN ANTONIO,Texas,TX,78250,BEXAR,URBAN
AUSTIN LAKES HOSPITAL,AUSTIN,Texas,TX,78705-2714,TRAVIS,URBAN
POWER CENTER PHARMACY #2,HOUSTON,Texas,TX,77051,HARRIS,URBAN
CVS/PHARMACY #7713,CYPRESS,Texas,TX,77429,HARRIS,URBAN
METHODIST MANSFIELD MEDICAL CENTER,MANSFIELD,Texas,TX,76063,TARRANT,URBAN
CVS/PHARMACY #8342,DESOTO,Texas,TX,75115,DALLAS,URBAN
CVS/PHARMACY #6991,CORPUS CHRISTI,Texas,TX,78411,NUECES,URBAN
CVS/PHARMACY #6963,DALLAS,Texas,TX,75248,DALLAS,URBAN
CVS/PHARMACY #6925,KILGORE,Texas,TX,75662,GREGG,URBAN
BAYLOR SCOTT & WHITE MEDICAL CENTER - RO,ROUND ROCK,Texas,TX,78665,WILLIAMSON,URBAN
"I.D. SPECIALISTS, PA",DALLAS,Texas,TX,75230,DALLAS,URBAN
WALGREENS #6401,HOUSTON,Texas,TX,77040-5319,HARRIS,URBAN
SAM'S CLUB PHARMACY 10-8264,SAN ANTONIO,Texas,TX,78224,BEXAR,URBAN
SAM'S CLUB PHARMACY 10-6259,ROUND ROCK,Texas,TX,78681,WILLIAMSON,URBAN
WALGREENS #11513,AUSTIN,Texas,TX,78749,TRAVIS,URBAN
CVS/PHARMACY #6690,ROUND ROCK,Texas,TX,78665,WILLIAMSON,URBAN
HEB PHARMACY #230,SAN ANTONIO,Texas,TX,78247,BEXAR,URBAN
CVS/PHARMACY #5882,HOUSTON,Texas,TX,77099,HARRIS,URBAN
CVS/PHARMACY #8384,CEDAR PARK,Texas,TX,78613,WILLIAMSON,URBAN
CVS/PHARMACY #8330,NORTH RICHLAND HILLS,Texas,TX,76180,TARRANT,URBAN
BROOKSHIRE PHARMACY #87,QUINLAN,Texas,TX,75474,HUNT,URBAN
AIRCARE,PLANO,Texas,TX,75093,DALLAS,URBAN
COMMUNITY PHARMACY,DENTON,Texas,TX,76210,DENTON,URBAN
WALGREENS #6525,TEXARKANA,Texas,TX,75503,BOWIE,URBAN
UNIVERSALMED SUPPLY,IRVING,Texas,TX,75038,DALLAS,URBAN
BROOKSHIRE PHARMACY #72,NEW BOSTON,Texas,TX,75570,BOWIE,URBAN
"GOLIAD PHARMACY, INC.",GOLIAD,Texas,TX,77963,GOLIAD,RURAL
DAYTIME OUTPATIENT SURGERY CENTER,FORT WORTH,Texas,TX,76132,TARRANT,URBAN
GE HEALTHCARE,SAN ANTONIO,Texas,TX,78240,BEXAR,URBAN
WALGREENS #2942,MCALLEN,Texas,TX,78501,HIDALGO,URBAN
WALGREENS #2692,CHANNELVIEW,Texas,TX,77530-3254,HARRIS,URBAN
WALGREENS #3286,LA PORTE,Texas,TX,77571,HARRIS,URBAN
MEDCARE PHARMACY,HOUSTON,Texas,TX,77072,HARRIS,URBAN
WALGREENS #4837,MISSOURI CITY,Texas,TX,77459,FORT BEND,URBAN
SAM'S CLUB PHARMACY 10-8244,HOUSTON,Texas,TX,77089,HARRIS,URBAN
WALGREENS #04374,SAN ANTONIO,Texas,TX,78213,BEXAR,URBAN
ATKINS PHARMACY SERVICES,MARBLE FALLS,Texas,TX,78654,BURNET,RURAL
CLINIC PHARMACY,MOUNT PLEASANT,Texas,TX,75455,TITUS,RURAL
HENRIETTA PHARMACY INC,HENRIETTA,Texas,TX,76365,CLAY,RURAL
BARNES & WILLIAMS DRUG CENTER,ABILENE,Texas,TX,79601,TAYLOR,URBAN
BEST DISCOUNT PHARMACY,LUBBOCK,Texas,TX,79411,LUBBOCK,URBAN
COMMUNITY CARE PHARMACY,LEWISVILLE,Texas,TX,75077,DENTON,URBAN
WALGREENS #13116,MIDLAND,Texas,TX,79703,MIDLAND,URBAN
WALGREENS #7530,HOUSTON,Texas,TX,77008-3200,HARRIS,URBAN
SETON SHOAL CREEK HOSPITAL,AUSTIN,Texas,TX,78731,TRAVIS,URBAN
WALGREENS #4424,CORPUS CHRISTI,Texas,TX,78415,NUECES,URBAN
HOMESCRIPTS,HOUSTON,Texas,TX,77043,HARRIS,URBAN
CORAM CVS/SPECIALTY INFUSION SERVICES,AUSTIN,Texas,TX,78758,TRAVIS,URBAN
WALGREENS #4634,COLLEYVILLE,Texas,TX,76034,TARRANT,URBAN
SCENIC MOUNTAIN MEDICAL CENTER,BIG SPRING,Texas,TX,79720,HOWARD,RURAL
SUPER ONE PHARMACY #631,MARSHALL,Texas,TX,75670,HARRISON,URBAN
BEST VALUE WEST PHARMACY,BURLESON,Texas,TX,76028,JOHNSON,URBAN
EASTSIDE COMMUNITY CLINIC,NACOGDOCHES,Texas,TX,75961-6841,NACOGDOCHES,URBAN
BROOKSHIRE BROS. PHARMACY #1,LUFKIN,Texas,TX,75901,ANGELINA,URBAN
WALGREENS #12479,SAN ANTONIO,Texas,TX,78207,BEXAR,URBAN
WALGREENS #10919,MONTGOMERY,Texas,TX,77356,MONTGOMERY,URBAN
SAVON PHARMACY #4152,DENTON,Texas,TX,76201,DENTON,URBAN
TEXOMA OUTPATIENT SURGERY CENTER INC,WICHITA FALLS,Texas,TX,76301,WICHITA,URBAN
U.S. DRUG MART NO. 4,FERRIS,Texas,TX,75125,ELLIS,URBAN
"CENTRO DE SALUD FAMILIAR LA FE INC, WEST",CANUTILLO,Texas,TX,79835,EL PASO,URBAN
BROADWAY DRUG STORE,GALVESTON,Texas,TX,77550-4635,GALVESTON,URBAN
DELEON'S PHARMACY,CORPUS CHRISTI,Texas,TX,78404,NUECES,URBAN
NRH PHARMACY,N RICHLND HLS,Texas,TX,76180,TARRANT,URBAN
WALGREENS #13988,HOUSTON,Texas,TX,77070,HARRIS,URBAN
WALGREENS #03505,LEON VALLEY,Texas,TX,78238,BEXAR,URBAN
"AXIS GRP, LLC",HOUSTON,Texas,TX,77090,HARRIS,URBAN
"THE MED-SHOP PHARMACY, INC.",GILMER,Texas,TX,75644,UPSHUR,RURAL
WALGREENS #12165,CONROE,Texas,TX,77301,MONTGOMERY,URBAN
WALGREENS #11928,NEW BRAUNFELS,Texas,TX,78132-4820,COMAL,URBAN
CVS/PHARMACY #5776,SAN MARCOS,Texas,TX,78666,HAYS,URBAN
CVS/PHARMACY #8345,GRAND PRAIRIE,Texas,TX,75052,DALLAS,URBAN
