CITY,STATE,STATE NAME,ZIP,COUNTY
COPPERAS COVE,TX,Texas,76522,CORYELL
COPPERAS COVE,TX,Texas,76522,CORYELL
COPPERAS COVE,TX,Texas,76522,CORYELL
COPPERAS COVE,TX,Texas,76522,CORYELL
GATESVILLE,TX,Texas,76528-1024,CORYELL
GATESVILLE,TX,Texas,76528,CORYELL
GATESVILLE,TX,Texas,76528,CORYELL
GATESVILLE,TX,Texas,76528,CORYELL
COPPERAS COVE,TX,Texas,76522,CORYELL
GATESVILLE,TX,Texas,76528,CORYELL
COPPERAS COVE,TX,Texas,76522,CORYELL
CRANE,TX,Texas,79731,CRANE
CRANE,TX,Texas,79731,CRANE
OZONA,TX,Texas,76943,CROCKETT
CROSBYTON,TX,Texas,79322-2143,CROSBY
CROSBYTON,TX,Texas,79322,CROSBY
VAN HORN,TX,Texas,79855,CULBERSON
VAN HORN,TX,Texas,79855,CULBERSON
WESTLAKE,OH,Ohio,44145,CUYAHOGA
CLEVELAND,OH,Ohio,44125,CUYAHOGA
WESTLAKE,OH,Ohio,44145,CUYAHOGA
MENDOTA HEIGHTS,MN,Minnesota,55120-1163,DAKOTA
DALHART,TX,Texas,79022,DALLAM
DALHART,TX,Texas,79022-4809,DALLAM
DALHART,TX,Texas,79022,DALLAM
BALCH SPRINGS,TX,Texas,75180,DALLAS
FARMERS BRANCH,TX,Texas,75234,DALLAS
DALLAS,TX,Texas,75204,DALLAS
DALLAS,TX,Texas,75246,DALLAS
DALLAS,TX,Texas,75211,DALLAS
DALLAS,TX,Texas,75218,DALLAS
DALLAS,TX,Texas,75231,DALLAS
DALLAS,TX,Texas,75246,DALLAS
IRVING,TX,Texas,75060,DALLAS
MESQUITE,TX,Texas,75150,DALLAS
DALLAS,TX,Texas,75224,DALLAS
GARLAND,TX,Texas,75040,DALLAS
DALLAS,TX,Texas,75230,DALLAS
GRAND PRAIRIE,TX,Texas,75050,DALLAS
DUNCANVILLE,TX,Texas,75137,DALLAS
MESQUITE,TX,Texas,75149,DALLAS
DALLAS,TX,Texas,75231,DALLAS
MESQUITE,TX,Texas,75150,DALLAS
DALLAS,TX,Texas,75237,DALLAS
RICHARDSON,TX,Texas,75081,DALLAS
DALLAS,TX,Texas,75206,DALLAS
DALLAS,TX,Texas,75215,DALLAS
DALLAS,TX,Texas,75244,DALLAS
DESOTO,TX,Texas,75115,DALLAS
IRVING,TX,Texas,75063,DALLAS
DALLAS,TX,Texas,75233-4015,DALLAS
DALLAS,TX,Texas,75207,DALLAS
IRVING,TX,Texas,75039,DALLAS
MESQUITE,TX,Texas,75149,DALLAS
DALLAS,TX,Texas,75247,DALLAS
DALLAS,TX,Texas,75205,DALLAS
IRVING,TX,Texas,75061-4016,DALLAS
MESQUITE,TX,Texas,75150,DALLAS
DALLAS,TX,Texas,75231-7207,DALLAS
DALLAS,TX,Texas,75204,DALLAS
DALLAS,TX,Texas,75247,DALLAS
DALLAS,TX,Texas,75231-4409,DALLAS
DALLAS,TX,Texas,75206,DALLAS
MESQUITE,TX,Texas,75149,DALLAS
IRVING,TX,Texas,75039,DALLAS
CEDAR HILL,TX,Texas,75104,DALLAS
GRAND PRAIRIE,TX,Texas,75052,DALLAS
GARLAND,TX,Texas,75040,DALLAS
GRAND PRAIRIE,TX,Texas,75052,DALLAS
DALLAS,TX,Texas,75231,DALLAS
DFW AIRPORT,TX,Texas,75261,DALLAS
DALLAS,TX,Texas,75235,DALLAS
DALLAS,TX,Texas,75233,DALLAS
LANCASTER,TX,Texas,75146,DALLAS
DALLAS,TX,Texas,75219,DALLAS
MESQUITE,TX,Texas,75149,DALLAS
DALLAS,TX,Texas,75231,DALLAS
DALLAS,TX,Texas,75287,DALLAS
DALLAS,TX,Texas,75229,DALLAS
RICHARDSON,TX,Texas,75080,DALLAS
DALLAS,TX,Texas,75228,DALLAS
RICHARDSON,TX,Texas,75080,DALLAS
DALLAS,TX,Texas,75232,DALLAS
GRAND PRAIRIE,TX,Texas,75051,DALLAS
DALLAS,TX,Texas,75211-1746,DALLAS
DALLAS,TX,Texas,75218,DALLAS
DALLAS,TX,Texas,75230,DALLAS
DALLAS,TX,Texas,75214,DALLAS
IRVING,TX,Texas,75062,DALLAS
IRVING,TX,Texas,75062,DALLAS
DALLAS,TX,Texas,75244,DALLAS
DALLAS,TX,Texas,75228,DALLAS
DALLAS,TX,Texas,75220,DALLAS
COPPELL,TX,Texas,75019,DALLAS
DALLAS,TX,Texas,75218,DALLAS
IRVING,TX,Texas,75038,DALLAS
DALLAS,TX,Texas,75236,DALLAS
CARROLLTON,TX,Texas,75006,DALLAS
DUNCANVILLE,TX,Texas,75116,DALLAS
DALLAS,TX,Texas,75220,DALLAS
DALLAS,TX,Texas,75216,DALLAS
DALLAS,TX,Texas,75287,DALLAS
CARROLLTON,TX,Texas,75006,DALLAS
GRAND PRAIRIE,TX,Texas,75052,DALLAS
SUNNYVALE,TX,Texas,75182,DALLAS
IRVING,TX,Texas,75063,DALLAS
IRVING,TX,Texas,75038,DALLAS
DALLAS,TX,Texas,75237,DALLAS
DALLAS,TX,Texas,75216,DALLAS
GRAND PRAIRIE,TX,Texas,75051,DALLAS
CEDAR HILL,TX,Texas,75104,DALLAS
ADDISON,TX,Texas,75001,DALLAS
DALLAS,TX,Texas,75227,DALLAS
DALLAS,TX,Texas,75247,DALLAS
FARMERS BRANCH,TX,Texas,75234,DALLAS
DALLAS,TX,Texas,75224,DALLAS
GARLAND,TX,Texas,75043,DALLAS
MESQUITE,TX,Texas,75149,DALLAS
SUNNYVALE,TX,Texas,75182,DALLAS
DALLAS,TX,Texas,75217,DALLAS
CEDAR HILL,TX,Texas,75104,DALLAS
DALLAS,TX,Texas,75219,DALLAS
DALLAS,TX,Texas,75224,DALLAS
MESQUITE,TX,Texas,75149,DALLAS
DALLAS,TX,Texas,75237,DALLAS
RICHARDSON,TX,Texas,75081,DALLAS
IRVING,TX,Texas,75061-2244,DALLAS
RICHARDSON,TX,Texas,75080,DALLAS
IRVING,TX,Texas,75039,DALLAS
DUNCANVILLE,TX,Texas,75137,DALLAS
DALLAS,TX,Texas,75228,DALLAS
GRAND PRAIRIE,TX,Texas,75051,DALLAS
COPPELL,TX,Texas,75019,DALLAS
IRVING,TX,Texas,75038,DALLAS
DALLAS,TX,Texas,75227,DALLAS
DALLAS,TX,Texas,75231,DALLAS
GRAND PRAIRIE,TX,Texas,75050,DALLAS
DALLAS,TX,Texas,75211,DALLAS
GRAND PRAIRIE,TX,Texas,75052,DALLAS
CEDAR HILL,TX,Texas,75104,DALLAS
DALLAS,TX,Texas,75236-9668,DALLAS
DALLAS,TX,Texas,75287,DALLAS
FARMERS BRANCH,TX,Texas,75234,DALLAS
IRVING,TX,Texas,75060,DALLAS
DALLAS,TX,Texas,75231,DALLAS
DALLAS,TX,Texas,75237,DALLAS
DALLAS,TX,Texas,75219-3924,DALLAS
RICHARDSON,TX,Texas,75080,DALLAS
DALLAS,TX,Texas,75231-4402,DALLAS
DALLAS,TX,Texas,75203,DALLAS
GARLAND,TX,Texas,75040,DALLAS
DALLAS,TX,Texas,75218,DALLAS
IRVING,TX,Texas,75061,DALLAS
RICHARDSON,TX,Texas,75081,DALLAS
DALLAS,TX,Texas,75230,DALLAS
CARROLLTON,TX,Texas,75006,DALLAS
IRVING,TX,Texas,75063,DALLAS
ADDISON,TX,Texas,75001,DALLAS
DALLAS,TX,Texas,75220,DALLAS
DALLAS,TX,Texas,75214,DALLAS
DALLAS,TX,Texas,75227,DALLAS
GARLAND,TX,Texas,75046,DALLAS
IRVING,TX,Texas,75063,DALLAS
ROWLETT,TX,Texas,75088,DALLAS
IRVING,TX,Texas,75062,DALLAS
DALLAS,TX,Texas,75240,DALLAS
DALLAS,TX,Texas,75218,DALLAS
WYLIE,TX,Texas,75098,DALLAS
IRVING,TX,Texas,75063,DALLAS
DUNCANVILLE,TX,Texas,75137,DALLAS
GARLAND,TX,Texas,75042,DALLAS
DALLAS,TX,Texas,75211,DALLAS
RICHARDSON,TX,Texas,75081,DALLAS
DALLAS,TX,Texas,75228,DALLAS
DALLAS,TX,Texas,75231,DALLAS
SEAGOVILLE,TX,Texas,75159-1818,DALLAS
GRAND PRAIRIE,TX,Texas,75052,DALLAS
DALLAS,TX,Texas,75209,DALLAS
CARROLLTON,TX,Texas,75006,DALLAS
DESOTO,TX,Texas,75115,DALLAS
DALLAS,TX,Texas,75248,DALLAS
DALLAS,TX,Texas,75230,DALLAS
PLANO,TX,Texas,75093,DALLAS
IRVING,TX,Texas,75038,DALLAS
GRAND PRAIRIE,TX,Texas,75052,DALLAS
DALLAS,TX,Texas,75237,DALLAS
ADDISON,TX,Texas,75001,DALLAS
GARLAND,TX,Texas,75042,DALLAS
COPPELL,TX,Texas,75019,DALLAS
DALLAS,TX,Texas,75224,DALLAS
DALLAS,TX,Texas,75247,DALLAS
WYLIE,TX,Texas,75098-3913,DALLAS
RICHARDSON,TX,Texas,75081,DALLAS
GARLAND,TX,Texas,75041,DALLAS
DALLAS,TX,Texas,75206,DALLAS
DALLAS,TX,Texas,75254,DALLAS
DALLAS,TX,Texas,75231,DALLAS
CEDAR HILL,TX,Texas,75104,DALLAS
GRAND PRAIRIE,TX,Texas,75051,DALLAS
DALLAS,TX,Texas,75230,DALLAS
DALLAS,TX,Texas,75214,DALLAS
RICHARDSON,TX,Texas,75081,DALLAS
DALLAS,TX,Texas,75240,DALLAS
GARLAND,TX,Texas,75042,DALLAS
DALLAS,TX,Texas,75214,DALLAS
IRVING,TX,Texas,75038,DALLAS
DALLAS,TX,Texas,75219,DALLAS
DALLAS,TX,Texas,75220,DALLAS
GARLAND,TX,Texas,75042,DALLAS
DALLAS,TX,Texas,75208,DALLAS
LANCASTER,TX,Texas,75146,DALLAS
DALLAS,TX,Texas,75218,DALLAS
DALLAS,TX,Texas,75206,DALLAS
DALLAS,TX,Texas,75231,DALLAS
DALLAS,TX,Texas,75237,DALLAS
COPPELL,TX,Texas,75019,DALLAS
RICHARDSON,TX,Texas,75081,DALLAS
DALLAS,TX,Texas,75247,DALLAS
DALLAS,TX,Texas,75206,DALLAS
RICHARDSON,TX,Texas,75080,DALLAS
GARLAND,TX,Texas,75042,DALLAS
IRVING,TX,Texas,75038,DALLAS
GRAND PRAIRIE,TX,Texas,75051,DALLAS
IRVING,TX,Texas,75061,DALLAS
DALLAS,TX,Texas,75219,DALLAS
DALLAS,TX,Texas,75229,DALLAS
GARLAND,TX,Texas,75040,DALLAS
RICHARDSON,TX,Texas,75080,DALLAS
RICHARDSON,TX,Texas,75081,DALLAS
DALLAS,TX,Texas,75248,DALLAS
DALLAS,TX,Texas,75206,DALLAS
MESQUITE,TX,Texas,75150-4601,DALLAS
WYLIE,TX,Texas,75098,DALLAS
MESQUITE,TX,Texas,75150,DALLAS
DALLAS,TX,Texas,75238,DALLAS
DALLAS,TX,Texas,75217,DALLAS
DALLAS,TX,Texas,75228,DALLAS
DALLAS,TX,Texas,75212,DALLAS
SEAGOVILLE,TX,Texas,75159,DALLAS
GARLAND,TX,Texas,75043-5822,DALLAS
GRAND PRAIRIE,TX,Texas,75052,DALLAS
DALLAS,TX,Texas,75231-1402,DALLAS
DUNCANVILLE,TX,Texas,75137,DALLAS
GRAND PRAIRIE,TX,Texas,75051,DALLAS
DALLAS,TX,Texas,75207,DALLAS
DALLAS,TX,Texas,75235,DALLAS
GARLAND,TX,Texas,75042,DALLAS
IRVING,TX,Texas,75060,DALLAS
DALLAS,TX,Texas,75207,DALLAS
GARLAND,TX,Texas,75043,DALLAS
DALLAS,TX,Texas,75219,DALLAS
DALLAS,TX,Texas,75237,DALLAS
DALLAS,TX,Texas,75207,DALLAS
IRVING,TX,Texas,75038,DALLAS
DALLAS,TX,Texas,75237,DALLAS
DALLAS,TX,Texas,75201,DALLAS
DALLAS,TX,Texas,75212,DALLAS
GARLAND,TX,Texas,75043,DALLAS
DALLAS,TX,Texas,75204,DALLAS
ADDISON,TX,Texas,75001,DALLAS
DALLAS,TX,Texas,75235,DALLAS
RICHARDSON,TX,Texas,75080,DALLAS
DALLAS,TX,Texas,75216,DALLAS
MESQUITE,TX,Texas,75150,DALLAS
DALLAS,TX,Texas,75220,DALLAS
DALLAS,TX,Texas,75248,DALLAS
ADDISON,TX,Texas,75001,DALLAS
IRVING,TX,Texas,75063,DALLAS
SACHSE,TX,Texas,75048,DALLAS
DESOTO,TX,Texas,75115,DALLAS
LANCASTER,TX,Texas,75146,DALLAS
GARLAND,TX,Texas,75041,DALLAS
IRVING,TX,Texas,75062,DALLAS
DALLAS,TX,Texas,75225,DALLAS
DALLAS,TX,Texas,75238,DALLAS
DALLAS,TX,Texas,75240,DALLAS
DALLAS,TX,Texas,75209,DALLAS
GARLAND,TX,Texas,75040,DALLAS
IRVING,TX,Texas,75062,DALLAS
DALLAS,TX,Texas,75228,DALLAS
DALLAS,TX,Texas,75254,DALLAS
GRAND PRAIRIE,TX,Texas,75052,DALLAS
IRVING,TX,Texas,75062,DALLAS
MESQUITE,TX,Texas,75150-4682,DALLAS
IRVING,TX,Texas,75039,DALLAS
MESQUITE,TX,Texas,75149,DALLAS
DALLAS,TX,Texas,75227-2801,DALLAS
DALLAS,TX,Texas,75234,DALLAS
DESOTO,TX,Texas,75115,DALLAS
DALLAS,TX,Texas,75208,DALLAS
DALLAS,TX,Texas,75241,DALLAS
DUNCANVILLE,TX,Texas,75116-3651,DALLAS
GARLAND,TX,Texas,75040,DALLAS
CARROLLTON,TX,Texas,75006,DALLAS
COPPELL,TX,Texas,75019,DALLAS
MESQUITE,TX,Texas,75149,DALLAS
DALLAS,TX,Texas,75241,DALLAS
DALLAS,TX,Texas,75237,DALLAS
RICHARDSON,TX,Texas,75081,DALLAS
IRVING,TX,Texas,75063,DALLAS
DALLAS,TX,Texas,75240,DALLAS
DESOTO,TX,Texas,75115,DALLAS
DALLAS,TX,Texas,75230,DALLAS
DALLAS,TX,Texas,75235,DALLAS
RICHARDSON,TX,Texas,75080,DALLAS
IRVING,TX,Texas,75063,DALLAS
BALCH SPRINGS,TX,Texas,75180,DALLAS
MESQUITE,TX,Texas,75149,DALLAS
DALLAS,TX,Texas,75287,DALLAS
DALLAS,TX,Texas,75243,DALLAS
GRAND PRAIRIE,TX,Texas,75050,DALLAS
ROWLETT,TX,Texas,75088,DALLAS
DALLAS,TX,Texas,75238,DALLAS
MESQUITE,TX,Texas,75150,DALLAS
DALLAS,TX,Texas,75231,DALLAS
DALLAS,TX,Texas,75230,DALLAS
MESQUITE,TX,Texas,75149-6033,DALLAS
DALLAS,TX,Texas,75205,DALLAS
GRAND PRAIRIE,TX,Texas,75052,DALLAS
DALLAS,TX,Texas,75252,DALLAS
GRAND PRAIRIE,TX,Texas,75051,DALLAS
DALLAS,TX,Texas,75205,DALLAS
RICHARDSON,TX,Texas,75081,DALLAS
CARROLLTON,TX,Texas,75006,DALLAS
FARMERS BRANCH,TX,Texas,75234-4979,DALLAS
DALLAS,TX,Texas,75225,DALLAS
IRVING,TX,Texas,75061,DALLAS
ROWLETT,TX,Texas,75088,DALLAS
IRVING,TX,Texas,75063,DALLAS
DALLAS,TX,Texas,75254,DALLAS
DALLAS,TX,Texas,75207,DALLAS
DALLAS,TX,Texas,75247,DALLAS
SUNNYVALE,TX,Texas,75182,DALLAS
DALLAS,TX,Texas,75217,DALLAS
DALLAS,TX,Texas,75247-4933,DALLAS
DALLAS,TX,Texas,75210,DALLAS
CEDAR HILL,TX,Texas,75104,DALLAS
DALLAS,TX,Texas,75220,DALLAS
DALLAS,TX,Texas,75235,DALLAS
DALLAS,TX,Texas,75203,DALLAS
RICHARDSON,TX,Texas,75081,DALLAS
GARLAND,TX,Texas,75044,DALLAS
DALLAS,TX,Texas,75220,DALLAS
DALLAS,TX,Texas,75231,DALLAS
DALLAS,TX,Texas,75230,DALLAS
DUNCANVILLE,TX,Texas,75137,DALLAS
DALLAS,TX,Texas,75251,DALLAS
GARLAND,TX,Texas,75041,DALLAS
ROWLETT,TX,Texas,75088,DALLAS
DALLAS,TX,Texas,75248,DALLAS
RICHARDSON,TX,Texas,75081,DALLAS
MESQUITE,TX,Texas,75150,DALLAS
DALLAS,TX,Texas,75243,DALLAS
DALLAS,TX,Texas,75204,DALLAS
DALLAS,TX,Texas,75220,DALLAS
DALLAS,TX,Texas,75233,DALLAS
DALLAS,TX,Texas,75217,DALLAS
DALLAS,TX,Texas,75205,DALLAS
IRVING,TX,Texas,75060,DALLAS
ROWLETT,TX,Texas,75088,DALLAS
DALLAS,TX,Texas,75228,DALLAS
DALLAS,TX,Texas,75243-7604,DALLAS
IRVING,TX,Texas,75063,DALLAS
IRVING,TX,Texas,75061,DALLAS
LANCASTER,TX,Texas,75146,DALLAS
DALLAS,TX,Texas,75231,DALLAS
DALLAS,TX,Texas,75212,DALLAS
DALLAS,TX,Texas,75204,DALLAS
DALLAS,TX,Texas,75202,DALLAS
DUNCANVILLE,TX,Texas,75137,DALLAS
DUNCANVILLE,TX,Texas,75116,DALLAS
DALLAS,TX,Texas,75224,DALLAS
DALLAS,TX,Texas,75240,DALLAS
DALLAS,TX,Texas,75231,DALLAS
LANCASTER,TX,Texas,75146,DALLAS
DALLAS,TX,Texas,75211,DALLAS
DALLAS,TX,Texas,75231,DALLAS
DALLAS,TX,Texas,75220,DALLAS
DALLAS,TX,Texas,75231,DALLAS
MESQUITE,TX,Texas,75150,DALLAS
DALLAS,TX,Texas,75246-2017,DALLAS
DALLAS,TX,Texas,75235-7794,DALLAS
GRAND PRAIRIE,TX,Texas,75050,DALLAS
DESOTO,TX,Texas,75115-4915,DALLAS
DALLAS,TX,Texas,75237,DALLAS
DALLAS,TX,Texas,75231,DALLAS
FARMERS BRANCH,TX,Texas,75234,DALLAS
DALLAS,TX,Texas,75208,DALLAS
DALLAS,TX,Texas,75235,DALLAS
GARLAND,TX,Texas,75040,DALLAS
DALLAS,TX,Texas,75253,DALLAS
DALLAS,TX,Texas,75235,DALLAS
DALLAS,TX,Texas,75217,DALLAS
DALLAS,TX,Texas,75203,DALLAS
DALLAS,TX,Texas,75211-1654,DALLAS
DALLAS,TX,Texas,75243,DALLAS
DALLAS,TX,Texas,75235,DALLAS
DALLAS,TX,Texas,75235,DALLAS
FARMERS BRANCH,TX,Texas,75234,DALLAS
DALLAS,TX,Texas,75207,DALLAS
DALLAS,TX,Texas,75215,DALLAS
DALLAS,TX,Texas,75228,DALLAS
RICHARDSON,TX,Texas,75080,DALLAS
DALLAS,TX,Texas,75207,DALLAS
DALLAS,TX,Texas,75241,DALLAS
DALLAS,TX,Texas,75390,DALLAS
DALLAS,TX,Texas,75231,DALLAS
DALLAS,TX,Texas,75390-9015,DALLAS
DALLAS,TX,Texas,75215,DALLAS
DALLAS,TX,Texas,75217,DALLAS
DALLAS,TX,Texas,75235,DALLAS
DALLAS,TX,Texas,75390,DALLAS
DALLAS,TX,Texas,75211,DALLAS
DALLAS,TX,Texas,75212,DALLAS
DALLAS,TX,Texas,75390,DALLAS
DALLAS,TX,Texas,75216-5946,DALLAS
DALLAS,TX,Texas,75216-4531,DALLAS
DALLAS,TX,Texas,75390,DALLAS
RICHARDSON,TX,Texas,75080,DALLAS
DALLAS,TX,Texas,75201,DALLAS
DALLAS,TX,Texas,75217,DALLAS
DALLAS,TX,Texas,75390-8575,DALLAS
DALLAS,TX,Texas,75201,DALLAS
DALLAS,TX,Texas,75235,DALLAS
DALLAS,TX,Texas,75235-7793,DALLAS
DALLAS,TX,Texas,75229,DALLAS
DALLAS,TX,Texas,75390,DALLAS
GRAND PRAIRIE,TX,Texas,75051,DALLAS
GRAND PRAIRIE,TX,Texas,75051,DALLAS
DALLAS,TX,Texas,75210,DALLAS
MESQUITE,TX,Texas,75149,DALLAS
DALLAS,TX,Texas,75390-9000,DALLAS
DALLAS,TX,Texas,75224,DALLAS
GARLAND,TX,Texas,75040,DALLAS
DALLAS,TX,Texas,75210,DALLAS
DALLAS,TX,Texas,75212,DALLAS
DALLAS,TX,Texas,75235,DALLAS
DALLAS,TX,Texas,75211,DALLAS
DALLAS,TX,Texas,75390,DALLAS
DALLAS,TX,Texas,75214,DALLAS
DALLAS,TX,Texas,75228,DALLAS
DALLAS,TX,Texas,75233,DALLAS
IRVING,TX,Texas,75061,DALLAS
DALLAS,TX,Texas,75231,DALLAS
GRAND PRAIRIE,TX,Texas,75052,DALLAS
DALLAS,TX,Texas,75203-4507,DALLAS
SEAGOVILLE,TX,Texas,75159,DALLAS
DALLAS,TX,Texas,75217,DALLAS
DALLAS,TX,Texas,75203,DALLAS
DALLAS,TX,Texas,75229,DALLAS
GRAND PRAIRIE,TX,Texas,75052,DALLAS
LANCASTER,TX,Texas,75146,DALLAS
RICHARDSON,TX,Texas,75080,DALLAS
IRVING,TX,Texas,75061,DALLAS
GRAND PRAIRIE,TX,Texas,75052,DALLAS
RICHARDSON,TX,Texas,75080,DALLAS
DALLAS,TX,Texas,75251,DALLAS
GARLAND,TX,Texas,75042,DALLAS
RICHARDSON,TX,Texas,75080,DALLAS
IRVING,TX,Texas,75038,DALLAS
COPPELL,TX,Texas,75019,DALLAS
IRVING,TX,Texas,75061,DALLAS
GARLAND,TX,Texas,75044,DALLAS
DALLAS,TX,Texas,75230,DALLAS
DALLAS,TX,Texas,75219,DALLAS
DALLAS,TX,Texas,75231,DALLAS
DALLAS,TX,Texas,75243,DALLAS
DALLAS,TX,Texas,75206,DALLAS
DALLAS,TX,Texas,75246,DALLAS
DALLAS,TX,Texas,75246,DALLAS
IRVING,TX,Texas,75063,DALLAS
DALLAS,TX,Texas,75231,DALLAS
MESQUITE,TX,Texas,75149,DALLAS
MESQUITE,TX,Texas,75181,DALLAS
DALLAS,TX,Texas,75243,DALLAS
IRVING,TX,Texas,75039,DALLAS
GARLAND,TX,Texas,75040,DALLAS
DUNCANVILLE,TX,Texas,75116,DALLAS
RICHARDSON,TX,Texas,75080,DALLAS
GRAND PRAIRIE,TX,Texas,75052,DALLAS
GRAND PRAIRIE,TX,Texas,75051,DALLAS
COPPELL,TX,Texas,75019,DALLAS
GARLAND,TX,Texas,75044,DALLAS
DALLAS,TX,Texas,75231,DALLAS
IRVING,TX,Texas,75060,DALLAS
DALLAS,TX,Texas,75230,DALLAS
DALLAS,TX,Texas,75243,DALLAS
DALLAS,TX,Texas,75209,DALLAS
DALLAS,TX,Texas,75201,DALLAS
MESQUITE,TX,Texas,75150,DALLAS
DUNCANVILLE,TX,Texas,75116,DALLAS
BALCH SPRINGS,TX,Texas,75180,DALLAS
DALLAS,TX,Texas,75234,DALLAS
DESOTO,TX,Texas,75115,DALLAS
DALLAS,TX,Texas,75226,DALLAS
SACHSE,TX,Texas,75048,DALLAS
IRVING,TX,Texas,75063,DALLAS
IRVING,TX,Texas,75063,DALLAS
DALLAS,TX,Texas,75231,DALLAS
GARLAND,TX,Texas,75041,DALLAS
IRVING,TX,Texas,75038,DALLAS
MESQUITE,TX,Texas,75149,DALLAS
DALLAS,TX,Texas,75231,DALLAS
DALLAS,TX,Texas,75204,DALLAS
CEDAR HILL,TX,Texas,75104,DALLAS
DALLAS,TX,Texas,75237,DALLAS
DALLAS,TX,Texas,75238,DALLAS
DALLAS,TX,Texas,75248,DALLAS
ADDISON,TX,Texas,75001,DALLAS
IRVING,TX,Texas,75063,DALLAS
DESOTO,TX,Texas,75115,DALLAS
DALLAS,TX,Texas,75243,DALLAS
IRVING,TX,Texas,75063,DALLAS
DALLAS,TX,Texas,75287,DALLAS
DALLAS,TX,Texas,75225,DALLAS
ADDISON,TX,Texas,75001,DALLAS
DALLAS,TX,Texas,75252,DALLAS
DALLAS,TX,Texas,75231,DALLAS
DALLAS,TX,Texas,75224,DALLAS
DALLAS,TX,Texas,75235,DALLAS
DALLAS,TX,Texas,75205,DALLAS
DALLAS,TX,Texas,75243,DALLAS
GARLAND,TX,Texas,75043,DALLAS
IRVING,TX,Texas,75062,DALLAS
DALLAS,TX,Texas,75206,DALLAS
DALLAS,TX,Texas,75231,DALLAS
ROWLETT,TX,Texas,75089,DALLAS
UNIVERSITY PARK,TX,Texas,75205,DALLAS
GARLAND,TX,Texas,75044,DALLAS
DALLAS,TX,Texas,75237,DALLAS
DESOTO,TX,Texas,75115,DALLAS
DALLAS,TX,Texas,75208,DALLAS
DALLAS,TX,Texas,75230,DALLAS
DALLAS,TX,Texas,75251,DALLAS
GARLAND,TX,Texas,75044,DALLAS
DALLAS,TX,Texas,75201,DALLAS
DALLAS,TX,Texas,75246,DALLAS
DALLAS,TX,Texas,75225,DALLAS
DALLAS,TX,Texas,75254,DALLAS
BUCKINGHAM,TX,Texas,75081,DALLAS
DALLAS,TX,Texas,75214,DALLAS
GRAND PRAIRIE,TX,Texas,75050,DALLAS
DALLAS,TX,Texas,75246,DALLAS
DALLAS,TX,Texas,75231,DALLAS
RICHARDSON,TX,Texas,75082,DALLAS
IRVING,TX,Texas,75061,DALLAS
CARROLLTON,TX,Texas,75006,DALLAS
DALLAS,TX,Texas,75243,DALLAS
DALLAS,TX,Texas,75204,DALLAS
DALLAS,TX,Texas,75219,DALLAS
DALLAS,TX,Texas,75231,DALLAS
DALLAS,TX,Texas,75227,DALLAS
DALLAS,TX,Texas,75246,DALLAS
DALLAS,TX,Texas,75234,DALLAS
MESQUITE,TX,Texas,75150,DALLAS
DALLAS,TX,Texas,75225,DALLAS
DALLAS,TX,Texas,75205,DALLAS
DALLAS,TX,Texas,75240,DALLAS
DESOTO,TX,Texas,75115,DALLAS
DALLAS,TX,Texas,75202,DALLAS
ROWLETT,TX,Texas,75088,DALLAS
DALLAS,TX,Texas,75219,DALLAS
DALLAS,TX,Texas,75214,DALLAS
DALLAS,TX,Texas,75261,DALLAS
MESQUITE,TX,Texas,75150,DALLAS
DALLAS,TX,Texas,75248,DALLAS
DALLAS,TX,Texas,75237,DALLAS
GRAND PRAIRIE,TX,Texas,75052,DALLAS
COPPELL,TX,Texas,75019,DALLAS
DALLAS,TX,Texas,75237,DALLAS
DALLAS,TX,Texas,75244,DALLAS
RICHARDSON,TX,Texas,75081,DALLAS
DALLAS,TX,Texas,75216,DALLAS
RICHARDSON,TX,Texas,75080,DALLAS
DALLAS,TX,Texas,75215,DALLAS
DALLAS,TX,Texas,75238,DALLAS
DALLAS,TX,Texas,75219,DALLAS
DALLAS,TX,Texas,75214,DALLAS
DALLAS,TX,Texas,75231,DALLAS
DALLAS,TX,Texas,75243,DALLAS
DALLAS,TX,Texas,75232,DALLAS
IRVING,TX,Texas,75062,DALLAS
DALLAS,TX,Texas,75220,DALLAS
DALLAS,TX,Texas,75237,DALLAS
DESOTO,TX,Texas,75115,DALLAS
DALLAS,TX,Texas,75243,DALLAS
DALLAS,TX,Texas,75248,DALLAS
SUNNYVALE,TX,Texas,75182,DALLAS
MESQUITE,TX,Texas,75150,DALLAS
COPPELL,TX,Texas,75019,DALLAS
DALLAS,TX,Texas,75246,DALLAS
DALLAS,TX,Texas,75246,DALLAS
DALLAS,TX,Texas,75235,DALLAS
DALLAS,TX,Texas,75243,DALLAS
IRVING,TX,Texas,75063,DALLAS
LANCASTER,TX,Texas,75146,DALLAS
DALLAS,TX,Texas,75243,DALLAS
ADDISON,TX,Texas,75001,DALLAS
DALLAS,TX,Texas,75217,DALLAS
RICHARDSON,TX,Texas,75080,DALLAS
COPPELL,TX,Texas,75019,DALLAS
MESQUITE,TX,Texas,75150,DALLAS
ROWLETT,TX,Texas,75088,DALLAS
DALLAS,TX,Texas,75248,DALLAS
IRVING,TX,Texas,75063,DALLAS
GRAND PRAIRIE,TX,Texas,75051,DALLAS
GARLAND,TX,Texas,75042,DALLAS
ADDISON,TX,Texas,75001,DALLAS
GARLAND,TX,Texas,75041,DALLAS
